datetime_utc,distance_au,velocity_km_s,designation,name,diameter_km,potentially_hazardous
2020-01-01 00:54,0.0211660525256395,5.62203195551878,2020 AY1,,nan,False
2020-01-01 02:06,0.0361009669651545,7.35926323695148,2019 YK,,nan,False
2020-01-01 03:31,0.162008280404152,2.79339217149069,2013 EC20,,nan,False
2020-01-01 07:18,0.159657027754696,4.15293831675084,2020 AM1,,nan,False
2020-01-01 08:44,0.276326257736385,17.5484457306842,2016 EF195,,nan,False
